"","Ost_contr_8","Ost_dif_8","Ost_contr_9","Ost_dif_9","Ost_contr_11","Ost_dif_11","Ost_contr_12","Ost_dif_12","Ost_contr_20","Ost_dif_20","Ost_contr_22","Ost_dif_22","VIC_contr_213","VIC_dif_213","VIC_contr_431","VIC_dif_431","VIC_contr_432","VIC_dif_432","VIC_contr_482","VIC_dif_482","VIC_contr_494","VIC_dif_494"
"HNRNPH1",54731,51740.8,51104.3,35288.6,79841.4,57997.6,77305.8,58585.2,61700.7,48122.3,53662.4,45133.9,65202.3,69854,30972.8,22376.7,47439.8,24706.8,60910.6,51716,78831.7,79347
"HNRNPH2",55088.8,46510.9,53598.2,36514.3,73922.7,54109.8,65837.8,54829.6,55656.4,46613.7,46849,47096.5,55541.1,67023.3,28887.5,29260.2,30990.6,24945.7,41393.1,45213.6,58846.9,62797.6
"HNRNPH3",10504.8,7990.68,10252.6,4383.11,35439,9831.66,13282.7,12097.8,15552.6,9280.19,16344.5,9649.85,17498.7,17519.2,6558.82,2057.51,3206.94,2307.94,19566.3,16905.6,26185.2,19952.4
"HNRNPK",247615,170723,223343,162151,320401,256371,326346,228417,221264,185486,229975,193701,198595,269070,127139,163636,171960,170239,211568,259946,273095,221526
"HNRNPL",27859.8,19037.6,25053.1,14795.2,44304.9,33755.4,31668.9,26031.3,34192.2,27628.6,35300.4,27207.2,40772.3,33100.1,5625.9,5287.42,6475.82,3347.1,43491.5,31331.1,51384.7,41127.7
"HNRNPLL",13345.6,9749.14,10956.8,9626.3,15571.2,13027.9,13540.5,12875.5,13364,12922.9,13891.2,10756.2,14258.1,4573.54,8438.96,7867.8,10960,4535.17,11263.1,14190.6,14551.3,13237
"HNRNPM",62611,45827,60733.7,34389.8,114937,77356.4,85719.3,69958.4,66614.5,62805.3,70853.8,58966.3,97619.5,74938.6,15561.9,16486.3,11182.1,15218.2,73006.6,62523,80752.9,91631.3
"HNRNPR",13850.9,23376.1,6794.26,14866.2,17871.7,29655.3,24304.6,25290.4,8789.91,13195.3,12919.3,24453.7,17904.8,38158.9,3842.44,2913.59,6254.53,3076.45,24968.3,31276.7,35292.9,29933.9
"HNRNPR;SYNCRIP",156581,113013,174612,61685.5,304522,267312,202574,177418,173335,142457,221763,233106,242952,270011,118280,96164.8,177576,114337,290608,237039,341722,283270
"HNRNPU",60006.8,44066.2,51296.3,30338.8,93562.2,80178.3,82526.9,71596.6,64880.9,49336.6,70953.8,63024.9,79424.9,76701.1,17029.6,12717.2,17356.7,18321.9,92645.1,93997.3,92063.8,90253.4
"HNRNPUL1",20692.1,15364.7,19373.3,15389.8,30488.1,20870.2,26484.3,25404.3,20753,17605.2,21063.4,20750.7,21376.2,22635.8,21534.2,14259.7,24448.2,16119.7,23226.1,24534.3,35314.9,28181.9
"HNRNPUL2",25077.9,13775.7,24474,14179.1,33549.6,25880,28980.4,29130.3,25370.8,18839.1,27067.7,24237.9,27816.9,31006.7,4758.62,4658.32,3070.9,4276.38,29124.2,28322.4,33627.5,36248.7
"HOMER3",4660.05,4802.1,6017.33,5701.85,7383.23,7538.59,7524.19,6754.79,6409.43,4487.25,6668.53,7241.56,5832.95,7149.03,2763.41,4766.13,4765.81,4685.26,4626.02,6127.03,7723.19,6314.93
"HOOK2",2840.48,1190.49,1726.3,662.292,1565.68,1568.02,1924.32,987.497,1933.67,769.247,546.801,792.135,711.064,NA,987.826,NA,2240.25,NA,445.456,1652.02,1410.45,1438.5
"HOOK3",10019.4,10079.4,11344.4,8927.06,8648.42,7488.65,7671.19,6900.75,11260.4,8750.29,8502.95,9612.43,4325.72,6399.63,6131.22,6367.04,8578.56,7205.88,6670.59,9267.4,7607.23,6298.7
"HP1BP3",16401.6,6049.12,11900.8,6787.36,12729.1,15137,19278.8,16611.1,11513.5,9133.95,18151.9,12352.8,14241.4,2761.27,666.798,625.625,903.286,278.393,13445.3,16419.4,17539.6,18476.4
"HPCAL1",9088.36,6159.12,8384.66,5149.83,6013.33,6286.57,11427.1,6624.31,12080.5,6082.95,11186.9,6935.16,3456.31,3154.65,3858.76,2014.67,5924.22,1792.52,5009.93,6050.19,4681.31,3588.7
"HPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624.52,393.276,559.132,1133.43,1889.21,NA,NA,88.7711,449.688
"HPF1",2703.6,2393.56,3505.57,3332.98,4136.76,3675.24,7235.02,4109.65,2566.88,2229.35,4791.61,3042.65,2244.21,2463.34,1171.56,2355.82,2469.07,2537.73,2068.85,2829.38,2445.91,1656.5
"HPRT1",24547.1,21622.7,25591,20485.7,38386.1,31602.7,34081,25850.7,30824.3,23756.2,31685.3,24620.8,33244.5,35419.4,28676,37816.2,35613.5,36014.8,40172.6,39257.3,37368.8,33016.8
"HPS3",1659.21,1211.93,1405.46,1117.58,644.064,1668.51,1492.04,1107.99,1335.42,1122.42,1326.78,1232.77,816.586,779.274,816.367,778.86,985.437,1267.33,1005,1482.01,1159.71,1590.96
"HPS5",3838.07,3325.25,5348.08,3462.87,2441.63,3319.01,2476.63,3657.96,3588.82,3607.15,3522.13,4285.38,2423.69,924.905,3005.54,1956.74,3420.67,3659.07,2022.28,3616.09,2819.79,5093.46
"HPS6",3883.71,3523.52,3960.61,4365.05,3183.87,4657.03,3314.35,3350.86,3075.29,2987,3608.29,4374.86,1553.13,2111.53,2433.14,1339.3,3539.25,3602.72,2985.96,3552.38,3435.74,3430.4
"HRAS",3437.88,3477.68,3899.34,2674.75,3281.78,2136.92,1727.32,3099.83,3326.43,3399.63,2741.72,4339.71,940.702,3631.52,2114.99,2138.23,2648.69,2713.57,3406.54,3086.23,2809.31,2310.87
"HRAS;KRAS;NRAS",2812.34,6806.08,3693.7,9079.18,9068.78,3975.72,2796.52,3365.08,6287.99,7859.63,5416.48,6335.41,7873.07,2029.75,13489,6979.96,9336.79,9528.93,14579.6,6301.26,5355.3,7334.38
"HS1BP3",14462.1,16076.6,15133,17320.7,13118.5,17901.2,13365.6,18570,11101.4,12709.1,16307,17830.4,6146.08,12792.8,4539.96,11966.6,5810.96,9297.15,5797.4,11582.5,6484.05,8784.77
"HS2ST1",3284.62,2665.5,4034.35,1806.72,4049.96,5004.76,3853.13,3486.18,4375.51,3431.65,4303.84,4885.94,11579.1,7383.89,2443.15,746.262,2932.27,1810.86,6617.22,5763.1,6553.13,6919.22
"HSD11B1",NA,1875.75,NA,1918.93,2588.42,500.058,NA,3068.05,NA,636.893,1189.74,3759.14,1346.85,2684.31,2776.02,792.565,2364.85,264.551,725.398,3045.31,1158.82,7293.81
"HSD17B10",19806.1,17671.8,23031.3,16908.8,22485.6,24282.3,17735.6,21954.3,21246.2,27221.1,26962.8,27221.9,19562.1,28904.1,23574.4,44297.7,17704.7,36295.9,25219.9,22902.3,22285.9,22506.4
"HSD17B11",6135.51,6050.52,7302.43,7992.74,3686.12,6761.14,3814.55,6190.13,6698.88,9158.42,8034.08,7618.04,7118.11,19907.5,4099.86,9045.13,5514.75,10286.3,5386.94,8104.61,6080.22,9979.05
"HSD17B12",29607.3,47561.5,41997,47200.1,18832.6,37350.7,21420.9,33945.2,45861.5,64228.6,37148.4,39244.4,35870,51545.9,31586.9,57403,34389.4,55709.8,28437.8,48685.4,31236.7,48750.5
"HSD17B4",67273.1,68335.6,72440.7,70632.9,62067.4,75752.4,73620,72797.7,61561.3,72967.5,71893.4,75816.3,55514.3,95437.6,36189.7,62380.9,60714.1,77527,57036.5,101533,57610.1,80780.8
"HSD3B7",1391.91,1340.55,1516.08,1696.28,4509.25,2005.94,6576.85,3151.73,2630.48,2342.11,4271.32,1945.55,581.121,5374.27,356.671,NA,860.62,925.135,NA,1155.72,618.807,836.548
"HSDL1",1165.33,1015.96,788.129,1335.89,958.591,1461.86,839.963,749.87,826.992,1086.99,1830.43,514.445,2184.4,1514.75,1301.29,2425.49,952.603,1789.81,1600.1,1248.53,938.402,1193.69
"HSDL2",13920.5,10105.6,20240.8,14720.1,23144.1,17842.8,16817.9,15020.9,26008.9,19238.3,24407,15974.3,23364.6,23907.1,15596.9,23887.2,17479.8,27024,19459.1,16486.7,17306,18933.9
"HSF1",625.658,1100.93,949.109,NA,1419.17,1027.83,1152.9,892.779,2121.82,357.406,1404.82,653.581,840.242,1162.97,1182.99,339.63,589.87,803.194,1010.15,2217.36,2163.72,1205.91
"HSP90AA1",159054,138981,158173,141719,168429,171840,149863,159099,174057,131380,142802,162997,119214,110477,152957,112398,157406,150762,134075,147996,154378,146857
"HSP90AA1;HSP90AA2P;HSP90AB1;HSP90AB2P",54917.3,62093.1,85619.6,28893.8,171882,136002,66878.7,101148,153327,81337.1,128412,126891,276508,63743.3,415274,163892,288430,361358,236671,97497.9,219090,175902
"HSP90AA1;HSP90AA5P",71386.8,97404.2,91884.2,72988.8,88467.2,96154.3,76271.1,77293.6,104459,87841.6,115026,76907.2,124781,88374,63119.9,56873.2,76475.3,81040,112432,90419.5,62993.5,120048
"HSP90AA1;HSP90AB1",172614,188928,228416,207500,245986,241834,220223,212713,272880,158724,204063,241078,262964,158693,359499,136012,312418,245514,275334,169693,247879,188883
"HSP90AA1;HSP90AB1;HSP90AB2P",48665.5,60085.9,53043.2,51112.1,34466.4,56979.6,36447.2,52662.3,53469,55606.4,45345.3,50483.3,31589.8,73311.8,46623.2,51425.7,55419,57427,49135.7,67339.5,64094,51938.7
"HSP90AB1",244855,215498,230696,206161,309317,279672,257138,252032,308307,197070,244857,273067,226171,182702,312355,171637,427453,249244,274844,251138,302499,282704
"HSP90AB1;HSP90AB4P",11396,9152.45,7773.27,5803.13,18809.1,15716.3,9250.91,11965.4,16292.6,8502.94,14366,18989.2,10368,9340.3,11639.9,8792.38,23907.1,17897.8,14844.2,13631.7,26623.1,15153.4
"HSP90AB2P",76069.3,73844.5,72461.5,60695.2,65167.6,94965.8,68722.1,75951,79140.7,47827.2,65429.3,90302.9,52912.4,67850.5,112450,80917.3,125458,126702,55881.2,103470,110727,90834.2
"HSP90AB4P",767.434,1193.87,1139.34,1006.79,1552.91,1335.28,558.206,930.511,1485.38,1999.39,650.573,1596.98,1104.05,829.76,3737.43,355.54,2149.82,1167.17,2857.13,1368.15,796.075,1706.5
"HSP90B1",222294,202158,258182,155585,280733,238770,220797,189818,323448,250861,249822,268907,321698,276420,441720,266593,444282,293921,316717,381367,324948,400284
"HSP90B2P",47586.2,35613.3,56452,30124.2,62501.6,48085.2,42174.4,36027.7,67004.6,62149.1,61374,50370.9,76965.4,74122.1,108680,64069.3,100161,75181.9,70596.9,86095.3,62659.7,104520
"HSPA12A",12753.1,9816.26,12050.2,11321.6,7877.64,8390.46,9876.24,9790.85,12694.7,11462.8,11457.3,12378.3,7853.51,10803.2,12724.5,14717,14555,16490,7232.62,9736.75,16629.2,24779.3
"HSPA13",4745.13,2319.55,4200.89,2269.24,5257.85,3868.62,4319.51,3927.3,3849.31,3890.25,4100.92,3819.82,3814.03,3004.09,4295.91,3789.68,5458.24,4553.85,4831.81,3197.85,5182.73,3622.74
"HSPA14",4305.2,2675.52,3839.7,1741.23,5199.41,4806.55,3985.47,3355.73,3860.09,3519.97,3134.62,3555.04,3551.61,3202.13,2542.18,2955.95,3940.98,3481.03,3370.62,4916.62,3760.73,3599.08
"HSPA1A;HSPA1B",62218.1,60837.8,75770.6,64659.8,69753.9,80691.8,90072.6,123977,60123.1,56634.8,59500.1,87189.7,54945.2,70586.4,74105.1,71341,83411.3,71164.4,35802.7,43152.5,85851,77750.8
"HSPA1A;HSPA1B;HSPA1L",15708.5,20256.4,32230.7,16638.1,35450.9,34307.3,24743.3,40481.9,35785.3,49570,34094.8,38173.2,75894.8,34930.5,55775.4,22145.1,41238.9,26991,53502.2,26165.3,59447.7,60460
"HSPA1A;HSPA1B;HSPA1L;HSPA6",2387.8,4814.84,2936.3,2893.33,3386.38,4267.2,5417.36,8087.86,3217.4,1889.75,1964.89,4932.64,893.33,3153.19,2127.01,3410.64,2947.6,4045.6,790.999,1660.64,2050.14,2857.56
"HSPA1A;HSPA1B;HSPA6",56606.7,60089.6,79568,51932.5,74669,91560.1,92177.6,103877,75776,74292,55511.2,99574.7,68646.1,68695.6,66631.5,66316.6,84592.3,57166.9,44505.2,43562.2,86662.1,84152.4
"HSPA2",200463,235067,203221,175067,250430,245034,200845,210212,232055,240970,227676,259537,267036,298392,184425,183792,233807,207222,226089,249744,289817,277951
"HSPA4",37946.6,39074.4,48085,33888.7,51569.3,53192.1,31157.7,37525,54851.9,53520.2,46051.5,42720.8,38103.8,53216,51401.3,56886.3,54295.4,55852.7,49221.7,54224.7,51729.8,50387.7
"HSPA4L",3154.16,1958.43,4343.25,2146.12,3340.92,2962.77,2517.68,2340,2986.05,2621.61,6630.09,3341.6,3199.43,2263.1,4482.34,3124.76,5085.87,3879.95,4360.72,1908.21,3183.85,2480.54
"HSPA5",284860,268928,311214,196603,372161,309442,255845,222591,355780,271657,318558,314230,297632,336626,396541,301217,417666,286957,397287,392696,392506,301851
"HSPA8",315798,337183,334101,314975,411602,397842,311068,312244,392235,324577,385101,364960,309394,312633,298368,331091,429640,352799,414549,367499,403566,294678
"HSPA9",146875,118023,156210,100019,146984,120142,136805,114001,169234,133588,165292,128173,107147,141600,125365,185414,101879,163140,162322,111023,138645,80615.1
"HSPB1",330043,570026,488668,562175,229699,327392,155895,262583,459401,840668,249457,519860,246033,511082,628632,707509,390425,465483,264734,457468,289705,460003
"HSPB2",1200.34,3745.54,1306.78,4318.97,1225.55,2375.69,767.341,1813.88,1564.86,4357.34,1592.71,6350.52,2156.18,2279.1,852.639,2367.81,1597.07,2328.18,1269.26,2588.75,1473.49,2235.48
"HSPB6",31665,26378.4,34203,24202.9,55615.5,39607.9,50698.7,33915.8,35441.7,29182.9,67533,66273.5,116337,98264.1,136661,115118,101941,104037,126659,143140,82441.4,97664.7
"HSPB7",23387.4,7524.27,22209.8,7299.63,23051.2,20402,7113.02,19900,58410.3,11094.2,15607.9,18090.7,17972.8,19083.7,18199.1,16570.5,33082.2,30187,12619.5,32232.9,11194.8,14829.9
"HSPB8",2410.26,1678.66,1138.9,537.383,3218.07,2719.05,4652.54,3226.23,1752.8,755.706,2288.76,3037.35,4537.58,3484.45,12176.8,8987.26,14540.4,12567.8,2585.34,3544.68,4249.28,4352.9
"HSPBP1",7052.78,6137.44,7839.56,5613.28,12758,7768.82,6489.06,6359.42,9858.16,8290.09,10011.3,5043.75,11872.7,7995.2,8689.36,8852.86,7949.5,7280.2,11252.8,5493.33,9228.18,8725.88
"HSPD1",148158,121502,169539,118162,212723,173581,139329,160678,178882,138598,193705,169481,136239,175413,189628,263747,202108,217516,212448,178679,193961,120849
"HSPE1",485614,228930,559570,238152,680608,517141,373537,501053,572338,334111,677733,538567,550318,356715,571412,579049,503572,486879,661807,433086,625111,408824
"HSPG2",8388.09,4936.24,8165.05,3504.03,6946.46,7162.82,6797.67,5464.21,7021.73,5576.91,4829.92,3698.08,10240.3,3003.27,5894.6,3317.04,7746.61,3221.9,5489.81,4932.09,6838,6050.21
"HSPH1",41413.3,42653.8,39581.2,37080.5,52318.3,39973.3,30354.2,29041.3,41117,30065.1,38133.1,41117.6,28649.5,23386.7,26198.2,24966.7,37880.9,28194.7,37753.2,27831.9,40620.9,24431.5
"HTATIP2",12059.1,11550.3,12055.9,16503.9,10636.4,15888.3,14045.5,19175.6,8971.92,13912.6,7522.6,8359,9365.89,15087.1,9123.9,11870.4,10492.8,9301.92,5612.8,11729.6,7301.19,11551.6
"HTATSF1",2159.85,1704.07,1879.71,1187.05,2298.39,1260.38,2465.87,2424.71,1536.5,843.063,1314.08,1283.11,1341.16,NA,570.41,NA,718.136,801.711,1836.78,2120.55,2438.5,1511.84
"HTRA1",34203.5,40534.1,56231.9,37774.9,53963.6,59834.6,41444.2,65675.5,50379.8,100041,52239,64645.6,12714,11231.8,8277.55,7090.88,4477.63,14776.9,13394.9,16795,7969.19,24609.6
"HTRA2",3002.24,2374.82,4292.99,1813.65,2669.13,2428.36,2342.58,4077.54,4125.31,3731.93,3026.92,3706.02,2432.78,3867.63,1903.2,6061.16,2032.19,3703.46,2289.06,2727.62,2446.55,2405.87
"HTT",2623.98,3374.37,3401.48,3045.56,2068,3376.38,3152.81,3475.53,2646.15,2913.68,3384.01,3032.3,2393.22,2559.36,1939.4,2692.01,2898.21,2863.17,1526.43,2311.77,1762.84,3043.06
"HUWE1",10662,11167,10899.6,7792.48,9114.62,11579.3,13209.9,11864.7,11243.9,12094,12803.7,11977.1,10826.5,5573.34,9997.46,5977.4,12004.1,10252.3,10048.4,12752.8,12748.2,14243
"HYI",471.276,307.553,1235.1,NA,1888.68,550.82,591.711,242.827,777.916,772.328,1451.44,715.696,1640.96,509.579,2285.52,679.88,1128.23,555.001,1845.91,858.152,1226.59,880.209
"HYOU1",38585.6,40588.1,42086.9,35901.8,44762.7,37463.4,34540.9,30558.5,52474.8,50153.9,39574.3,41578.1,46336,46582.6,62802.1,53857.1,81983,58741,56446.9,53076.2,81453.5,68320.6
"HYPK",6219.4,3794.96,6510.91,4735.02,6639.46,5203.27,4301.89,4437.05,6767.38,4477.81,4924.45,4726.67,4567.47,2766.75,3948.62,5285.66,7667.59,4877.92,5292.07,5601.07,4426.9,3389.79
"IAH1",23221.8,25510.5,25177.2,24873,20643.8,21073.9,17161.2,23828.8,22837.5,16517.4,24644.1,25765.3,14137.8,27063.6,18846.1,25179.6,17350.1,22280.4,19536.7,29480.9,22109.1,23818.7
"IARS1",49523.5,36254.4,47911.2,26883.8,20672.5,37542.6,38923.1,35206.2,52817.5,51759.7,46186.3,41254.2,41698,35757.8,49191.3,49763,53909.9,56701.8,46279.6,39042.8,53109.6,41917.7
"IARS2",20574.9,25821.3,24305.8,27449.3,15065.7,23460.9,21444.5,27301.8,20479.8,26403.2,22109,29949.9,16619.4,32216,18592.9,30104.8,14267.8,29739.3,18220.6,30169.5,19633.9,20743.2
"IBA57",2675.47,1507.43,2099.63,2167.76,2237.32,2394.99,1798.71,2276.17,2112.54,2730.19,2869.92,2936,1798.76,2764.68,1414.08,2141.13,2359.16,2356.24,1586.09,2586.99,2269.74,1692.93
"ICAM1",3089.27,3791.75,3208.54,5547.14,7785.39,13713.6,13378.4,9411.01,4508.25,9803.04,8024.22,5835.44,5911.57,8423.15,6252.86,19465.5,1905.56,8135.77,3369.11,4166.67,7559.99,7481.41
"ICMT",7991.14,10522.9,5857.07,9822.47,4292.5,7655.36,5697.39,8619.28,7187.88,9624.47,13076.6,7248.24,3841.49,6326.67,4879.78,4491.02,5810.25,6781.37,4093.47,5783.61,7134.08,4876.21
"IDE",10390.1,11090,8261.24,12208.6,10180.1,12613.5,9128.44,11966.6,9986.33,10446.9,10338.7,13026,9471.51,11303.7,7833.57,11028.8,12199.2,14965.1,9877.68,11281.5,10958.8,12968.2
"IDH1",128843,121354,153526,114050,166918,179830,138158,182005,147060,168996,155816,179747,162483,180919,121709,236737,142701,210057,187974,178364,145427,157464
"IDH2",63063.5,70207.1,73527.4,71953.3,51236.8,51708.3,54114.2,59863.6,57618.8,69022.2,48807.8,70248.5,41309.8,79881,56996.8,76632.5,60837.2,86834.7,36259.1,53618.1,48131.3,64397.2
"IDH3A",34330.3,25490,45262.6,35687.6,35225.2,34311.5,34652.8,38140.7,38500.1,41174.3,40607.9,38644.1,22648.5,32195.5,30505.6,57695.1,20131.9,43260.1,25774.9,32362.7,23233.8,25972
"IDH3B",20155.5,17767.8,25815.4,20813.9,23824,23005.9,16349.8,22831.8,22749.1,26531.2,22023,25882,16718.7,25522,23659.2,31939.7,13597.9,25074,22021.8,16647.5,13630.6,16291.7
"IDH3G",19299.7,21742.6,22907.8,27243.5,18612.1,19157.2,21386.8,23381.9,19759.3,21464.8,17305.6,25033.2,9220.04,21555.8,13485.3,30011.8,11128.9,22984.8,10694.5,19359.8,10337.1,13089.3
"IDI1",9470.68,16818.3,9755.14,12384.2,10117.8,19401.3,8916.32,12762.8,8702.12,23192,11438.2,14324.1,7719.44,12319.6,5667.46,12000.3,9419.72,15135.5,10255.1,13210.8,14292.6,12233.7
"IDUA",7268.48,5124.85,7448.64,7077.46,2792.79,2229.7,4562.57,3637.65,4824.2,6934.48,9320.84,6469.9,2709.08,3405.63,3976.05,4613.28,4163.49,6929.97,2477.74,4156.57,3783.59,7069.65
"IFI16",22780.1,9465.22,20391.1,11665.9,35946.3,21488,25436.2,17405,19936.6,16559.1,30171.2,13912.3,31895,25341.5,12286.3,7434.49,10909.4,6900.17,26153,21061.5,28617.9,23822.1
"IFI35",4003.91,3513.72,5708.47,2897.16,7557.02,4206.61,5174.23,3662.99,5070.46,4352.74,5417.48,4751.98,7089.98,5879.31,7001.53,7344.83,4965.05,5270.25,7328.47,5124.78,7762.18,4846.69
"IFIT1",2871.64,10921.4,3506.12,6276.96,5052.56,4096.29,5869.66,2839.31,3579.52,17054.5,6702.74,3252.14,3254.97,3662.91,17120.4,16588.9,4327.48,9120.38,2469.92,2446.55,2602.93,2890.69
"IFIT2",586.709,1997.11,1800.65,797.393,1848.99,705.618,457.584,NA,NA,3009.93,286.376,911.881,1772.01,2171.9,5067.44,5800.14,1541.8,2944.89,16805.4,NA,2491,859.935
"IFIT3",2956.26,5570.08,3956.74,3287.65,3741.44,2614.96,3911.51,3303.69,3240.18,9507.74,3420.64,2293.59,1715,2745.28,11404.7,8826.02,2512.59,4553.42,1776,1958.2,3137.15,2223.51
"IFIT5",7228.15,7367.38,5542.36,6764.94,5544.94,8001.63,7526.22,6519.59,6305.07,8865.64,8304.46,7067.69,5804.2,4932.55,7283.9,9026.86,6932.21,5351.41,6000.7,5917.37,5447.28,6739.52
"IFITM2",2973.31,3209.57,3042.01,4040.33,NA,NA,2562.49,3882.33,3061.48,5579.6,558.291,1424.67,3345.32,1835.14,NA,221.725,481.587,474.327,1225.54,2148.42,1430.47,2869.79
"IFITM3",2293.02,8784.52,2320.59,7319.3,1077.61,6405.66,1487.01,2795.18,1197.76,5735.71,2062.21,2236.72,660.825,1493.46,308.392,822.431,1194.62,124.143,290.662,823.159,458.603,686.803
"IFNGR1",670.055,691.351,1466.03,1000.26,350.01,2018.73,NA,931.371,729.829,895.722,768.172,933.737,1401.03,450.858,239.095,NA,NA,NA,268.253,320.378,1876.25,418.644
"IFRD2",NA,NA,301.946,1434.75,1042.21,385.735,981.916,846.062,1385.6,760.451,707.497,NA,1809.75,NA,948.838,NA,622.179,NA,2045.67,807.903,1725.99,724.953
"IFT140",2322.41,2077.19,2171.59,3471.4,2040.63,2680.26,2272.06,2197.06,1379.57,1915.37,1835.63,2665.65,1693.91,584.604,968.585,1630.83,1073.17,1470.87,NA,1316.78,694.555,1797.35
"IFT27",4617.68,1328.21,6035.94,2825.32,5624.83,3417.94,4689.44,4528.35,7003.98,5764.92,5067,4093.18,5708.14,4768.83,4897.89,3844.75,3079.93,5743.49,7212.07,5885.63,7003.05,5156.04
"IFT57",1428.8,533.039,1949.38,1863.16,1556.74,674.435,599.204,779.261,1870.88,1064.29,1941.75,1553.86,NA,963.549,378.591,537.651,1773.55,NA,964.44,1276.52,966.426,1268.11
"IGBP1",8684.34,7703.34,8914.82,6860.9,10095.2,10737.6,8303.12,8119.89,12911,9284.39,9112.67,7267.41,9534.7,9740.7,8340,10399.2,10153.2,8008.61,11044.8,12053.6,10640.9,10672
"IGF1R",3001.74,794.102,1128.65,793.824,921.656,1410.77,1192.91,1913.03,1256.85,980.907,2499.32,2120.16,1816.19,945.747,NA,NA,1318.94,1736.8,1330.71,1938.98,1363.03,1751.45
"IGF2",1638.74,4856.06,9155.76,2754.01,11209.6,3842.79,939.171,1816.37,3887.05,15293.3,3364.65,5293.29,1640.45,277.947,8013.13,4815.61,2458.91,2401.15,966.384,346.231,1098.15,1452.69
"IGF2BP2",14071.2,21028,18171.7,15127.6,18268.7,27089.2,11188.4,22164.3,22024.9,30250.2,20225.5,22347.7,10631.5,18114.9,9441.91,9318.98,5851.12,5621.58,10263.3,18070.7,9870.92,12005.3
"IGF2BP3",10611.8,12652.9,8739.08,8867.05,12049,13304.2,4774.56,18059.9,8570.88,13590.9,10762.8,14574.4,27213.1,29094.2,6565.76,4612.56,4526.3,2686.83,11916.9,14118.8,7891.58,8942.44
"IGF2R",13268.5,11470,15751.3,10627.8,18459.4,21414.9,19144.6,20684.6,19060.1,13898,18861,14887.9,18131,6335.52,10442.1,5854.49,12444.4,4737.83,20888.9,8190.46,21545.3,6370.74
"IGFBP2",1076.51,5188.13,1611.73,2164.85,3119.73,1048.79,882.138,NA,2422.34,3948.25,NA,1530.06,2517.54,6154.77,17420.6,11164.5,30143.6,34079.1,2795.86,44655.1,3468.89,17647.7
"IGFBP3",4937.45,2454.78,3171.24,2610.57,32720.4,3157.24,26243.3,3197.44,4066.97,1900.62,5680.07,5924.82,1551.76,1325.75,6092.13,3390.94,2048.19,2140.58,2192.09,1375.8,4609.44,1672.51
"IGFBP4",9729.54,16822.1,22483.8,16671.5,18951.7,11940.7,9559.55,6629.81,15000.6,19610.4,12646.5,21888.2,724.105,2038.32,15669.9,19547.7,7183.51,13426.1,748.177,1296.13,1982.44,1874.65
"IGFBP7",91551.8,71665.4,94627.8,34634.6,45060.2,81585.8,14553.1,15810.9,103164,81035,80552.9,34939.2,61470.6,55270,109082,42761.9,102341,49881.2,49333.4,130960,100485,114973
"IGHMBP2",646.835,493.965,542.019,113.209,603.641,506.603,222.359,213.208,294.453,488.943,676.093,545.38,620.934,348.571,754.822,172.724,528.091,539.852,514.505,445.261,807.355,383.099
"IGSF8",2718.32,1675.48,2718.84,2264.12,1424.14,1775.04,2316.6,1740.72,2009.57,1337.01,1817.25,1885.97,1358.01,1685.95,1434.98,1679.88,887.844,2908.72,1216.97,2046.05,1508.3,2405.3
"IK",3280.2,3891.84,6729.31,2778.12,10073.5,4628.34,9111.94,6441.01,6973.78,3594.92,4519.58,3744.59,4274.82,6268.8,930.08,NA,1235.11,4190.83,7367.26,4499.54,7967.83,4809.27
"IKBIP",23533.7,23466.8,21484.2,20428.8,27654,22984.4,17446.8,21794.1,35618.2,30402.4,28000.6,26817.1,22857.9,27025.3,36169.2,37121.5,38327,37407.4,20736.9,32622.2,28841.9,33493.5
"IKBKB",3701.79,3241.92,3552.65,2162.18,3004.14,3203.03,3122.59,3361.95,4688.2,4032.29,4159.84,3516.13,4993.68,5014.01,5221.86,5827.65,7433.37,7033.73,5215.79,5684.62,5534.75,4787.59
"IKBKG",4089.11,5302.94,4419.16,3459.79,5218.28,4250.39,4477.81,4310.48,5871.85,5114.22,4635.37,2855.76,4133.4,5304.61,4885.74,4551.24,5671.88,6652.35,4476.02,6040.21,4078.5,4219.71
"IL13RA2",247.266,NA,NA,NA,10163.4,8953.21,1761.74,798.385,NA,NA,3444.57,968.839,13555.3,1155,596.17,199.492,515.936,NA,15286.7,2472.83,688.374,NA
"IL1RAP",NA,880.652,NA,NA,4827.19,2659.43,1157.3,2828.43,565.127,722.572,1706.52,2479.72,4312.39,2233.17,6807.55,1949.29,3339.9,1344.08,2247.68,1984.91,2648.79,3547.5
"IL33",NA,NA,NA,NA,NA,NA,NA,811.853,NA,NA,913.523,NA,2092.61,81.9057,NA,NA,NA,NA,791.763,549.893,1297.84,537.023
"IL6ST",5688.66,8583.27,5980.29,8665.46,12449.2,22403.3,8744.08,12790.4,6190.4,11423.3,12099.7,10677.8,26517.5,5458.9,3323.65,3280.41,7791.91,3479.12,22934.6,9443.06,30336.9,9106.97
"ILF2",28204.9,27699,22897.9,22364.7,35262.8,30472.3,34605.1,30951.6,25252,28154.2,29968.4,25051.4,28750.2,30887,12263.1,7518.06,10933,11077.4,35224,25951.4,32837.8,27705.3
