Genes	D:\data\Ksyusha\dia_17.11.21\ost_d8_cont_Slot1-25_1_2486.d	D:\data\Ksyusha\dia_17.11.21\ost_d8_dif_Slot1-27_1_2500.d	D:\data\Ksyusha\dia_17.11.21\ost_d9_cont_Slot1-36_1_2498.d	D:\data\Ksyusha\dia_17.11.21\ost_d9_dif_Slot1-42_1_2497.d	D:\data\Ksyusha\dia_17.11.21\ost_d11_cont_Slot1-41_1_2482.d	D:\data\Ksyusha\dia_17.11.21\ost_d11_dif_Slot1-33_1_2484.d	D:\data\Ksyusha\dia_17.11.21\ost_d12_cont_Slot1-21_1_2488.d	D:\data\Ksyusha\dia_17.11.21\ost_d12_dif_Slot1-38_1_2478.d	D:\data\Ksyusha\dia_17.11.21\ost_d20_cont_Slot1-37_1_2491.d	D:\data\Ksyusha\dia_17.11.21\ost_d20_dif_Slot1-30_1_2495.d	D:\data\Ksyusha\dia_17.11.21\ost_d22_cont_Slot1-20_1_2493.d	D:\data\Ksyusha\dia_17.11.21\ost_d22_dif_Slot1-32_1_2480.d	D:\data\Ksyusha\dia_17.11.21\vic_213_cont_Slot1-29_1_2489.d	D:\data\Ksyusha\dia_17.11.21\vic_213_dif_Slot1-35_1_2494.d	D:\data\Ksyusha\dia_17.11.21\vic_426_cont_Slot1-19_1_2487.d	D:\data\Ksyusha\dia_17.11.21\vic_426_dif_Slot1-26_1_2492.d	D:\data\Ksyusha\dia_17.11.21\vic_431_cont_Slot1-24_1_2481.d	D:\data\Ksyusha\dia_17.11.21\vic_431_dif_Slot1-31_1_2483.d	D:\data\Ksyusha\dia_17.11.21\vic_432_cont_Slot1-22_1_2479.d	D:\data\Ksyusha\dia_17.11.21\vic_432_dif_Slot1-39_1_2496.d	D:\data\Ksyusha\dia_17.11.21\vic_482_cont_Slot1-40_1_2485.d	D:\data\Ksyusha\dia_17.11.21\vic_482_dif_Slot1-23_1_2499.d	D:\data\Ksyusha\dia_17.11.21\vic_494_cont_Slot1-34_1_2490.d	D:\data\Ksyusha\dia_17.11.21\vic_494_dif_Slot1-28_1_2477.d
ACTR10	27194.2	29641.9	30526.6	31105.7	21760.1	27669.8	18376.5	26151.3	30325.7	38983.1	26723.2	33384.5	27466.4	33623.7	24621.1	33302.7	26954.4	29420.9	29780.8	27298.2	25912.7	34426	25975.1	30993.2
ACTR1A	36841.3	39969.8	42807	32791.1	38763.6	35150.8	27606.6	30876.6	41112.3	44129.7	35722.5	41305.1	19431.9	33110.4	28089	42414.9	35603.7	39106.1	37623.3	31776.9	24100.7	27803.2	25952.5	26787.9
ACTR1B	69966.3	69514.1	87549.4	73096.1	67378.4	77332.5	65882.1	61179.1	69132	81764.7	78327.3	82342.9	57904.8	80810.1	62327.4	83925	64886.2	87344.5	65925.5	79338.1	52485.9	70547.6	51575.5	55190.8
ACTR2	97295.7	77878.7	100710	76580.9	68381.4	102513	70930.8	95053.4	91943.4	100803	89656.1	115546	61519.1	88316	48775.4	70194.4	64786.5	89928.3	82563.5	88686.2	49847.5	88690.7	67042.9	92196.3
ACTR3	83591.3	98899.2	101319	71815	81650.2	89652.7	67260.6	78876.1	110259	132867	92433.8	105882	85110.1	97774.3	89066.6	117955	102123	112701	92104.6	101733	89124.4	93640.1	77176	105174
ACVR1	834.812	480.742	1000.69	243.322	2009.34	1182.75	1598.74	1451.02	665.495	1150.86	1430.03	714.635	3573.18	1007.74	2060.89		613.859	996.06	730.742	1258.2	2193.69		2088.7	671.328
ACY1	12012.5	8399.78	10417.3	9044.1	10502.7	8521.58	7396.06	9057.27	11735.9	8450.29	10411.2	10486.9	7157.61	8534.41	8236.25	14045.6	8629.95	10914	9773.28	10187	6827.33	8294.85	7677.94	10394.9
ACYP1	2403.38	3866.14	4066.42	2791.34	3420.72	2952.92	2303.15	2378.23	2886.66	3656.21	3319.84	3322.75	1382.27	2576.54	1792.78	3939.37	2467.87	4065.46	1994.39	2751.67	1529.61	1737.6	2039.7	2242.61
ACYP2	843.46	500.017	1292.77	1397.17	476.591	1419.49	1016.6	1021.96	447.855	1198.12	1825.42	708.566	1893.62	1046.88	2055	776.526	1135.59	1063.66	609.165	2165.07	1026.81	361.169	735.706	1362.68
ADA	5703.03	2842.39	24787.4	8590.8	6453.21	5336.78	3297.04	3109.33	9466.3	5531.44	5392.54	3243.77	2471.81	2465.42	2665.74	4132.48	3632.47	4560.44	3086.62	4250.86	1907.28	1897.03	3520.59	2456.25
ADAM10	9156.19	17233.9	12316.3	13792.5	16985	19292.7	11870.7	10590.7	8941.91	12725.6	16310.4	14348.4	14067.4	8276.09	10645.1	3896.39	6528.91	9041.64	11984.8	10620.3	11421	12894.1	17965.5	8759.99
ADAM12					3324.97				2422.73				848.5											
ADAM15	1210.08	649.799	974.633	799.371	1175.59	924.402	1413.38	1218.13	868.555	1142.83	1709.36	1126.16	965.478	838.49	545.842	800.847	501.14	720.813	517.925	802.399	762.909	551.428	888.029	1056.7
ADAM17	2958.72	3988.16	3003.37	3023.73	4344.21	4172.76	4875.85	4841.84	2251.92	5165.64	6182.38	4782.59	9393.38	5033.17	6015.09	4673.49	4793.36	3841.85	4547.54	4532.01	5881.59	5014.71	8539.81	7184.4
ADAM9	1955.74	7028.2	3241.7	4416.21	4129.98	7654.32	2249.59	7270.22	3223.75	4669.68	4054.81	4039.17	3376.04	3318.98	3056.17	1819.8	3282.75	1572.17	5706.65	2037	4293	4983.79	3702.69	4229.87
ADAMTS1	1563.9	451.697	831.236	550.334	2828.68	1585.59	1319.33	2264.26	3037.15	590.966	1591.05	982.782	4957.7	4216.05	2852.26	844.459	3621.19	1308.7	6489.63	1413.98	5532.97	5955.21	8500.82	6385.2
ADAMTS13					477.628										3353.19	1587.35	3705.45		1368.3					
ADAMTS2	49401.5	36299.9	51191.8	22614.6	15872.2	19435.6	5939.69	8128.12	49396.6	41350.8	19325.2	17664.8	5404.78	3990.84	7957.77		9358.17	13272	9335.72		7112.73	5626.58	13186.6	11439.5
ADAMTSL1	530.266	1355.53			2681.06	1117.4	1613.41	1236.59	2251.84		1121.71	566.582	3339.17	2557.22	1752.37	1354.25	1913.25	1347.5	2322.62	979.685	3559.73	3982.08	2881.12	1707.51
ADAMTSL4		299.09	146.638	272.947	2203.88	4056.91	649.756	1852.62	1023.47	1736.29	1909.22	2829.02	2430.05	8667.11	1774.82	1342.72	2184.18	2004.9	7870.27	3602.38	1182.69	16165.4	2673.75	26303.4
ADAR	8066.6	6104.88	7713.54	5673.85	8341.53	9719.44	10806.6	8011.28	8847.92	7416.65	8578.45	6894.2	6323.45	7395.58	1332.58	873.774	1297.3	1104.87	1091.92	1733.63	5328.5	7169.1	9629.77	8010.8
ADARB1	829.094	796.159		1452.28		2011.46	693.45	1315.93	1227.34	1350.88		1572.08	715.576	802.87								831.647	421.802	569.84
ADCY3	473.258	469.854	630.337	352.865	190.633	426.991	394.865	1016.38	158.127	353.091	100.408	788.528		138.368							61.3363	214.801		
ADCY7	83.2213	131.805		305.537		123.627	191.021	110.317			153.743	163.777									260.542	38.076		23.5916
ADCY9	494.468		702.133	220.234	245.334	447.388	858.774	450.224	929.355	319.959	1168.64	566.103		468.914	229.609	148.121	456.041		487.743	101.237	278.511	305.531	623.014	593.529
ADD1	21924.1	15971.2	26659.7	15119.1	17774.3	17160.2	15979.3	16525.5	28929.2	21253.5	23371.5	20887.4	14995.5	20329.4	8026.76	3617.72	8137.83	6865.83	12893.5	8116.53	13895.3	23638.9	17990	20899.6
ADD3	15920.3	10948.7	18388.2	11151.4	12998.2	13254.5	9483.49	10697.4	20075.6	13555.9	18665.5	13006.9	10031.6	14035.6	7491.22	3545.64	6420.09	4080.35	8318.09	5260.16	11084.7	12024.1	12169.8	17081.3
ADGRA2	314.225	965.371	959.152	940.226	1466.68	1196.98	1214.39	1212.64	451.263	883.026	738.11	1288.8	635.962	776.762	421.711	347.008	286.493				183.273	321.943		775.513
ADGRE5	8327.57	8134.56	9320	8177.91	12907.9	8332.17	4345.31	4740.42	11315.1	13023.4	12158	10482.9	14664.9	11524.5	11691.4	14987.8	8835.18	6133.93	11381.6	6862.91	13966.3	7968.9	14526.2	14095.4
ADGRG1													417.046								543.58		790.154	
ADGRL2	632.309	505.153	1127.29	671.969	431.846				978.603	877.722	632.104	336.753	328.939					52.5824	327.078	154.214		446.462	129.936	225.374
ADH1B		7748.35	1844.81	16075.6	2605.48	27323.3	5856.21	148490	651.524	4777.68	4891.34	11502.6	5485.19	110948	4214.19	21451.6	4080.11	42882.3	13929.9	12586	5397.49	25211.5	6943.62	90444.8
ADH5	83192.7	79654.5	86942.4	90251.9	97105.2	149290	86278	147508	81504.3	122187	82740.9	134283	97318.8	143740	77431.8	150905	79333	151861	92177.6	129395	86074	130312	61939.9	68000.2
ADI1	15899.2	18747.2	20566.3	19116.8	40630.6	20246.8	30640.5	23270.7	18714.1	15775	15883.9	18117.1	16196.7	17850.8	9550.06	4781.74	13471	11149.3	18123.5	21094.8	17134.5	35866.5	20994	28283.9
ADIRF	4801.51	1453.4	16566	5346.82	21837.1	5288.93	31405.6	9631.5	7301.24	2233.8	27814.5	9045.82	5779.08	5854.31	6462.2	3861.92	8939.54	5456.78	11272.5	4775.27	18373.6	17754.4	8981.02	6083.71
ADK	17100	17255.7	16332.1	16550.2	22929.1	23701.5	16040.3	21589.2	16240.8	21046.5	18301.8	28714.3	19767.9	21060	12678.1	23041.4	22096.6	28126.6	26590.3	27607.2	21878.8	25750	22721.7	26961.2
ADNP	1428	819.746	1268.95	1962.77	2537.97	1461.21	1802.38	1205.59	2403.08	705.164	2797.75	1058.79	1698.79							369.621	2213.8	1783.65	2184.54	3437.13
ADO	2457.97	3654.35	3303.8	3572.75	4105.51	3557.87	1733.73	2379.9	2813.59	4623.71	2874.23	2878.42	2385.76	3350.41	1480.89	2636.88	1919.05	4650.77	2103.49	2805.26	1685.68	2781.4	2739.14	2783.01
ADPGK	9901.16	12095.1	10264.8	11412.4	7726.5	11454.3	9555.86	10357.4	9387.46	8212.52	9872.48	11040.8	8242.43	13852.6	7726.11	12567.5	7218.92	12925	12065.1	10871.1	8398.21	12014.5	9363.84	12271.2
ADPRH	2967.06	2015.03	3687.97	3312.59	1369.37	902.103	1390.85	1691.06	1948.18	1785.57	1530.49	2012.06	197.149	961.826	274.965	1014.94	580.566	1194.57	1037.01	2425.48	407.768	1337.24	634.787	1166.63
ADPRM	540.681	836.881	333.757	1165.53		30.0965		360.553	183.425	501.608	336.855	290.395					267.884	327.868	376.733			304.613	838.53	
ADPRS	5232.37	5418.82	6665.41	5040.51	5771.59	5782.79	4102.45	5001.59	8914.4	8119.94	5693.21	5195.5	3869.83	6161.21	6119.95	12020.3	8606.97	9995.6	6048.63	7820.49	5827.23	5964.98	6917.18	5365.04
ADRA2A					260.805	668.044	1099.4						2221.71	2509.56	4729.4	6318.51	4188.64	3071.25	2093.36	8540.97	441.458	5630.91	5389.77	22396
ADRM1	9650.65	10687.2	9437.59	12836.7	10542.3	6562.74	8586.9	8835.97	9791.38	6914.68	7300.44	5751.74	8106.78	9304.74	9337.73	7145.94	7101.1	6616.45	6858.16	7874.53	10773.2	7558.37	7717.02	6922.22
ADSL	25637.9	22829.7	24299.6	22718.9	19161	26317.4	18094	23231.4	24375.6	18900.1	25902.1	27117.5	16068.2	20404.4	9804.43	16998.1	9651.31	14650.1	21483.8	19885.9	13978.8	18853.2	15940.3	22876.9
ADSS2	21567.9	17737.9	23519.8	17371.3	24308.8	21568.2	21978.4	23592.5	26127.2	24078	18497.7	21666.5	16536.5	17929.2	18420.8	17502.8	23743.1	22324.8	29293.1	21601.2	23114.6	21618.4	22606.8	19138.1
AEBP1	1541.84	1141.51	1243.47		3695.4	4589.55	4007.67	2541.78	1676.34	960.686	4433.34	2704.41					416.695				434.553	7148.28		1508.23
AEBP1;CPXM2				436.305	3287.82					2118.51	3550.92		11433.8		4196.32		5369.67				6894.26	2953.51	3186.79	5153.28
AFAP1	3084.36	2338.42	2521.85	1974.75	1154.29	1160.24	1761.25	670.063	4334.14	2326.84	3459.56	1440.22	3231.17	328.892	1520.26		2310.6	128.096	4265.75	1520.67	2983.25	1659.05	2743.3	2921.43
AFDN	244.45	648.913	739.135	628.339	587.618	475.613	630.548	556.001	749.239	584.162	468.54	725.161	300.399	301.876	396.11	448.663	449.074	378.035	602.681	599	621.785	123.666	460.242	459.611
AFG3L2	7267.7	7079.82	7905.44	7197.49	6843.81	6830.94	7977.99	8049.11	7566.69	9484.63	7643.02	8297.07	5089.95	9211.24	4787.89	8002.06	7521.59	9486.79	6021.24	7651.13	6858.66	7166.1	6796.28	7714.66
AFP	5751.83	1926.84	11174.2	7392.9	96340.8	11916.9	31308.5	644.858	9992.95	1936.44	11318	18529.3	7595.83	1844.11	115035	197283	148027	97910	115910	68205.9	5916.04	4014.17	847.445	322.18
AFTPH	280.108	687.869	639.704	225.298		94.3474	790.349	480.186	177.69	232.177	455.721		172.031	217.692			307.6	951.885	601.347	629.348				
AGA	375.355	979.722	2957.81	4338.76	1893.8	386.642	1832.53	1455.67	1182.1	3034.48	2038.26	1316.07	2061.51	4293.48	2976.16	3815.48	3588.74	2086.79	1625.47	7802.63	1735.21	714.087	3963.06	4842.97
AGAP1	769.669	1168.56	482.098		578.495	826.924	617.484	585.987	1117.44	548.966	953.543	746.453	707.44	395.732	1342.41	697.404	1509.35	567.562	993.737	780.82	635.781	667.378	556.743	1212.11
AGAP1;AGAP3		23.8879	131.803		292.206	300.491	171.294	145.811	441.518	292.918	107.072	308.504	148.298		126.854		191.495		31.8896	184.831	90.9666	481.666	245.184	430.514
AGAP3	907.443	920.409	497.485	1039.68	499.54	1078.64	677.537	959.966	1364.29	1824.41	755.657	851.404	601.956	1153.48	212.077	542.536	460.546	829.392	851.494	197.516	409.975	602.35	440.501	1274.12
AGFG1	3432.52	2439.88	3995.46	2910.59	6377.72	3735.6	7695.67	5277.75	5047.83	3065.51	3972.33	4115.61	4774.18	5732.73	5156.33	3318.11	6993.81	4617.96	7369.05	4728.64	3114.05	7768.27	3849.67	5998.13
AGFG1;AGFG2		527.398	458.634	376.048	560.713	801.035	1309.36	767.457	557.365	182.49	761.667	699.559	302.55	269.305	764.713	1251.98	595.673	714.228	884.866	1160.31	486.264	1694.98	298.465	805.022
AGFG2		1196.09	947.678	1753.62	1157.83	3397.46	813.087	2789.36	700.175	2070.65	703.575	1624.15	1750.97	553.429	789.479	456.685	734.312	606.216	202.361	934.551	929.966	776.945		1738.41
AGK	4340.59	4247.05	5146.99	4020.22	4135.73	4213.27	4377.64	4934.78	3412.49	5324.52	4476.38	3801.38	3887.7	6062.01	2211.5	3081.79	1887.2	4061.82	2467.78	3911.01	3881.61	5138.09	3350.28	3982.84
AGL	10154.5	12764.6	17807.8	22681.7	7460.9	13247.6	10755	18776.7	10958.4	21367.9	13456.6	19417.9	11809.3	19263.1	5471.2	9714.22	13069.7	26333.7	11840.9	22139.6	7772.73	18411	12103.8	16049.8
AGO1		426.603		798.138	1027.51	277.135	2094.74		670.792	1000.85	1365.92	724.372	2519.52	946.512	1058.72	860.998	1052.3	1182.21	583.395	495.046	1224.17	951.12	1172.63	885.705
AGO1;AGO3	7703.19	4651.53	12383.1	4191.56	17838.6	10889	10752.3	10348.8	16532	11474.9	12665	12113.5	10226.8	8786.57	13525.1		17991.9	21519.4	17995.9	22808.3	12337.4	12539.5	14390.2	13928.1
AGO2	4913.1	3915.34	4897.98	5000.24	4659.34	4497.27	5079.56	5827.38	4371.33	4857.18	5610.14	4917.39	3810.61	5185.97	2741.2	3108.38	3224.58	3536.57	4235.11	3900.59	2756.44	4504.19	5862.27	4409.14
AGO3	148.713	171.739	473.862	93.4916		203.837	354.859	175.464	213.394	363.619	313.349	423.782					574.054	160.415	123.117	219.565			256.243	322.078
AGPAT1	3229.08	3023.42	3369.07	2378.02	1916.89	2391.09	2376.68	2874.85	3273.48	2818.43	2607.6	2491.33	2710.19	2578.7	2440.56	5967.08	4660.03	5024.71	4707.72	4076.13	1643.28	2266.61	1408.43	4292.86
AGPAT3	19836.7	16521.3	12046.8	24492.7	7617.45	16973.8	18136.6	20971.7	5338.06	7365.14	12594.6	17376.7	2998.19	7699.98	3701.99	7364.14	5664.39	9314.01	13259.9	8760.18	4768.63	16820.9	5411.49	8004.55
AGPS	13031.5	13168.2	13855.6	14547	13354.9	14936.6	13715.4	13525	11854.3	13650.6	14681.5	14880.5	9246.23	10861.7	7110.14	8152.37	6914.86	11710	12043.7	15277.1	11057	14855.5	11055.5	12415
AGTRAP	2279.29	2174.5	3207.88	1994.12	1886.69	3363.57	1998.69	2429.62	1655.8	2838.13	3075.84	1916.3	2294.96	3026.48	3357.92	2975.56	1838.26	5345.81	1577.17	6914.03	1721.89	1240.19	1965.33	2162.06
AHCY	80480	117304	69555.3	110741	53256.3	86391.8	41602.3	81179.1	78811.4	112984	68527.5	154191	54749.5	73478	77132.2	101420	76205.6	123754	119503	137969	60754.6	89789.5	73914.4	81303.7
AHCYL1	8462.38	5402.81	9000.89	5117.84	12319.7	8230.88	7725.66	7075.28	9393.53	7779.59	8489.31	8046.94	11068	1542.52	14375.2	4385.67	13497.8	3561.27	14683.7	4161.47	12476.8	13595	13670.7	11574
AHCYL1;AHCYL2	22757.6	19087.6	24798.4	22506.1	28053.9	28125	26903.1	22598	19786.3	22007.5	26859.7	21658.1	17038.2	3093.66	25867.1	1885.46	21978.9	1823.94	28205.1	10277.2	19116.7	27691.7	33427.7	27953.7
AHCYL2	1585.9	1992.15	3001.03	2239.41	2228.89	1539.43	5492.17	2078.25	1847.98	1496.95	2002.44	2368.31	1586.37	1025.52	1716.64	454.973	1839.58	753.685	2987.42	1505.02	1345.55	4006.62	2843.28	3253.82
AHNAK	404255	433279	394459	301864	619631	578373	514533	579433	396559	488516	496778	510193	216688	267675	157238	73775.2	163239	61440.4	223936	87020.2	240133	612016	334305	248154
AHNAK2	7448.29	13675.7	6727.37	7937.84	58402.7	90138.5	59082.4	70386.3	18309.4	23950.4	48260.4	46416.1	35952.3	28197.7	37633.5	12701	25421.6	10086	45216.4	15125.6	59899.7	108640	51065.2	14343.9
AHR	1280.41	934.795	1002.06	1096.93	1112.28	688.432	1476.57	985.567	478.833	1301.95	1712.33	657.576	1720.43	800.66	1383.26	250.963	5626.66	953.578	3612.87	995.15	2157.08	2773.46	2793.14	3803.05
AHSA1	13685.9	17205.5	17892.4	11880.5	15488.5	14917	16043.3	19825	18719.8	14538.3	12858.6	17875	17381	13021.9	17558.6	14053.3	18247.5	19585.6	26359.8	17589.8	15515.3	14650.5	18937.9	17510.3
AHSG	68298.8	82653.8	144184	108057	769582	40330.7	272852	34353.7	100122	48481	62819.6	133954	47403.9	146385	864649	1.29182e+06	997581	731651	788272	584980	77126	62067	69508.2	54589.1
AIDA	11564.3	6498.95	12584.8	7353.46	9536.51	10334.2	9155.87	10765.8	10308.3	12086.6	14119.8	15340.1	8009	10659.1	5946.01	13076.9	7475.88	11573.9	5273.1	9042.52	6783.66	12385.9	10512.7	11726.2
AIFM1	16147.2	13719.1	22357.7	13789	23771.1	18692.3	15265.6	16611.6	21629.3	26735.7	21541.5	21900.1	22655.9	27733.5	19600	27863.2	21825	28487.7	14436	23776.8	25086.4	20288.1	18646.7	18850.1
AIFM2	2775.84	2304.76	2368.35	3497.88	1710.29	2793.89	1558.85	3436.26	3596.22	5300.67	3664.85	3947.4	2118.6	2893.2	1406.03	1414.07	508.582	2706.06	2080.08	1677.87	2130.92	1783.01	2163.91	1719.34
AIMP1	32081.7	26657	37000.1	19843.7	33610.5	32066.8	30483.3	26968.8	34035.1	33667.8	28692.4	31968.4	21381.2	37715.6	20257.8	32456.8	27284.2	48273.7	28630.5	41181	18969.7	24828.5	26925.2	23406.1
AIMP2	47130.6	30162	42966.6	21035.2	26356.6	42457.1	44520.9	34033.5	40236.9	48861.9	37741	42496.2	30942.7	49330.5	31887.1	41135.6	35511.4	62038	42883.8	53903.6	31931	33895.4	35188.4	39904.1
AIP	17847.7	16452.8	19902.2	17395.1	20547.9	20349.5	22228.2	20900.7	16525.1	16353.8	16352.9	15609.1	15999.8	15661.3	12915.9	14576.3	16273.1	17818.7	14160.4	17794	17398.3	22231.3	23386.4	19513.2
AK1	90661	73506.3	127497	102647	127798	70836.1	119298	68439.8	94124	76288.9	118923	77670.3	46566.3	58095	42691.4	55837.6	58263	58488.1	38997.1	47496.1	54162.4	53246.5	40427.9	52669.5
AK2	35503.8	20429.5	33193.6	22132	32023.2	28308.2	25238.2	32921.6	28110.9	24862	36646.6	33905.4	20751.4	30875.5	18392	30439.7	25021.2	35844.5	25013.9	33673.7	26542.7	30425.3	26843	25916.5
AK3	15095.5	14577.1	19512.7	14662.5	12572.7	12523.7	13243.5	16619.2	16469.3	20207.9	22141.2	23362.5	17280	35157.8	15415.7	33584.8	20213.5	36968.5	12090.4	34229.4	15378.3	21794.8	15270.9	22224.4
AK4	21656	25920.4	25730.2	46781.8	6902.26	13426.5	10475.4	15284.2	14063.4	16598.5	14271.5	12548	24574	51306	38940.8	78139.2	44509	82018.5	48677.9	100031	17646	47847.4	37643.9	49735.4
AK5	6516.27	3981.85	5906.74	10208.7	16831.6	5945.89	10233.4	8030.98	22062.6	8833.36	13321.7	7620.02	17359.6	5686.54	9689.86	4947.2	9313.03	13095.7	7266.66	3578.42	16764	8394.98	5781	4130.59
AK6	5201.43	4716.11	3215.92	3694.4	3780.93	5175.4	5429.42	4409.85	4557.68	2202.43	4871.54	4036.9	3641.96	3410.51	2946.4	3233.46	1990.92	2178.53	2432.9	3786.94	6214.23	2660.25	4146.16	3031.52
AKAP10		124.774	1309.17	173.818	1079.81	771.069	272.101	540.749	825.445	854.347	950.221	900.401	734.728	680.712	1031.72	322.548	704.66	955.555	533.962				1352.37	1861.9
AKAP11	3401.48	3154.29	3720.04	2334.15	3052.19	3938.64	2606.36	3205.88	2431.72	2490.98	2082.81	2692.32	1362.51	289.848	490.523		1809.94	506.158	1068.26	763.67	1563.64	1491.65	1407.32	1412.75
AKAP12	19103.9	10826.6	31057.1	10289.9	32126.2	9220.21	31225.8	8387.06	26220.9	16776.1	24967.3	14848.5	10568.9	23299.4	11036.7	18444.8	11485.8	20921.3	13481.2	18279.7	6985.59	10443.4	22360.6	19877.4
AKAP13	1075.07	979.378	784.247	2477.42	910.142	1872.72	1163.85	1888.99	1064.9	1873.44	1021.46	1629.45	544.219	1882.77	855.253	903.86	1089.51	985.295	2205.19	1969.5	1028.61	3440.82	1471.34	1603.55
AKAP17A								5653.95		150434			75732.6											
AKAP2	18103.4	17582.8	22298.6	21340.7	28007.3	24367.6	20906.3	21980.6	30857.1	23114.4	20866.9	19747.4	24147.6	52312.1	16511.7	51505.5	12471.6	39458.2	12587.7	24672	24851.8	68474.5	31630.8	78752
AKAP8	166.146	17.0111	432.86	151.48	726.856	389.439	900.93	941.008			690.185	264.11										419.632	95.6805	144.56
AKAP8L	773.469	1388.51	593.411	1670.68	657.007	888.647		841.922	799.931	631.813	562.75	659.132	525.763	235.261	830.562	365.435	828.882		479.9	910.092	404.99	696.785	328.703	500.515
AKAP9	745.04	328.795	571.531	716.976			768.556	504.602	609.874			520.132	880.384		1326.23		642.78		1023	517.188	421.102	224.176	724.887	685.302
AKR1A1	169016	200678	150493	197767	121552	164810	138088	161052	143415	184292	166910	229627	115878	181587	136983	214399	126105	175063	159071	231658	109032	193987	141294	139299
AKR1B1	55888.3	55099	55623	62471.4	94918	91426.4	74358	92181.9	52994.6	85218	80714.1	72233.3	133666	132187	89216.8	159217	92237.2	160171	72981.4	114394	100989	135248	94852.9	113321
AKR1B10					287.754	183.864						586.704	82.746				223.567	141.018			132.764	181.725	547.636	
AKR1C1	7720.55	9194.9	6324.52	10141.3	9992.38	8867.37	16417.5	23520.9	2638.35	8103.62	6025.6	4474.96	11317.3	9280.04	7407.52	7139.79	13483.6	13390.3	7035.9	5783.49	21586	22697.4	9140.15	5752.49
AKR1C1;AKR1C2	41193	66701.2	50399.1	90094.3	72538.7	47271.9	88217.4	135639	23101.9	72393.7	39947	34780	71278.9	72391.6	63471.4	62162	105822	79367.8	14446.7	17663.6	174374	161226	120642	111433
AKR1C1;AKR1C2;AKR1C3	248904	234605	251347	399336	317887	246989	407343	701571	102366	249333	232735	220846	163328	203808	114296	224201	304372	414570	84573.8	104588	479834	379566	479955	567015
AKR1C1;AKR1C3	63043.6	82759.3	41782.1	76980	64772.8	58922.3	76681.7	148758	24685.2	65726.1	56506.4	44550.9	87200.4	107290	53133	90326.7	76527.7	99205.8	28786.9	24764	190911	170956	88375.6	84319.3
AKR1C2	58380.6	65184.6	105031	212645	88912.4	64708.4	109150	86239.8	36475.1	99213.1	102642	77914.7	23697.1	38887.2	18494.2	25953.3	22432.9	55784.8	18717.3	22973.8	50113.4	103466	293398	212656
AKR1C3	32592.1	47711.3	31561.3	43185.5	29090.3	34309.9	19870.8	34696.6	20875.6	44110.7	30069.6	25075.7	46670.3	57195.1	52795.3	37999.7	50805	38480.5	15300.2	20945.6	57897.4	55208.7	60686.4	56723.5
AKR7A2	18706.6	24475.8	26781.9	20934.7	26356.6	24378.3	19633.8	18881.7	28086.4	29558.1	27593.6	29013	20415.5	23650.9	18992.8	27170.9	19743.8	27591.1	16313.2	22737.6	16871.3	25843.2	23255.6	26820.8
AKT1	6053.33	7964.78	7000.96	7362.55	6251.18	6374	7460.89	7815.01	5741.19	8163.92	8442.25	7068.41	4536.43	5996.3	5397.36	4639.74	7915.44	8700.5	12194.2	13798.5	3969.77	9746.75	7527.87	10034.4
AKT1;AKT2	799.465	866.32	1847.05	870.985	1242.44	554.025	896.487	228.262	979.21	1161.77	2693.91	1069.13	2805.66		4382.66	1119.26	1804.05	2278.87	3053.21	4567.48	2053.5	1350.46	1331.31	2952.05
AKT1;AKT2;AKT3	1547.51	2180.29	2159.99	2335.33	2846.61	1612.43	1496.97	2278.61	1731.7	2446.32	3136	1945.04	2987.73	1626.83	7774.79	1048.45	4380.77	1805.69	2122.41	1770.14	2797.07	2207.55	2947.99	2933.7
AKT1;AKT3	2518.39	4278.17	3776.15	4535.45	2307.07	3218.88	1811.69	3584.26	3046.18	3385.18	1928.41	5685.46	1981.05	1429.04	1772.63	2713.92	3569.95	4531.93	4430.94	5658.06	1012.25	4505.27	3030.41	3577.56
AKT1S1	2532.79	3392.7	7459	3029.41	6717.39	4574	3743.07	2057.89	6130.32	6181.85	6326.33	3469.08	4283.57	1033.18	8719.43	573.979	6764.2	1686.55	6715.71	4341.35	11044.3	7083.81	6083.56	4953.33
AKT2	1887.13	1836.77	1624.64	2058.76	1789.07	2260.8	1611.77	2441.11	1589.75	1672.43	2632.37	2705.96	1598.51	2124.58	1751.67	1238.01	2200.15	3793.84	2281.59	2191.34	990.642	1628.64	1852.86	2060.39
AKT3	5990.21	5798.31	6335.61	7428.57	4834.92	6969.8	6181.58	8102.47	5695.15	3988.96	5796.69	4754	3060.05	7363.96	3949.62	7701.83	7615.61	14903.5	8029.01	14788.6	3515.16	4411.24	4918.17	6497.31
AKTIP	1736.52	1529.03	2128.65	1805.59	964.804	1297.55	601.284	1211.28	1083.68	636.583	867.388	1381.22	560.786	808.519	396.862	389.663	877.49	930.248	556.603	855.626	399.134	839.557	884.658	819.43
ALAD	16134	16680.9	22452.1	19412.6	15363	16270.4	15441.1	16863.6	14422.7	22117	18605	26221.7	19321.7	35579.7	14739.4	36136	18341.7	45402.4	16738.5	25348.7	14334.2	40849.9	25441.1	52148.9
ALB	127672	84822.9	184376	114983	1.87392e+06	81388.4	568577	39391.2	327190	75484.8	105214	235482	147747	43476.8	1.96643e+06	2.65753e+06	2.13864e+06	1.63942e+06	1.67326e+06	1.19739e+06	248795	104130	92372.9	29116.6
